S/No.,REGION,COUNTY,SUB,UIC,KNEC,SCHOOL NAME,CLUSTER,TYPE,(Regular/,DISABILITY,ACCOMODATI,GENDER
3565,EASTERN,MACHAKOS,MASINGA,R5TS,12343323,MILAANI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3566,EASTERN,MACHAKOS,MASINGA,FECU,12343328,MUKUSU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3567,EASTERN,MACHAKOS,MASINGA,CUSJ,12343342,MURIFARM MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3568,EASTERN,MACHAKOS,MASINGA,QAS6,12343355,MUTHEMBWA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3569,EASTERN,MACHAKOS,MASINGA,EYTF,12343354,MUTHESYA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3570,EASTERN,MACHAKOS,MASINGA,VFHF,12343339,MUTWAMWAKI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3571,EASTERN,MACHAKOS,MASINGA,X7FJ,12343321,NDITHINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3572,EASTERN,MACHAKOS,MASINGA,ZL3H,12343307,NGUKEMWE HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3573,EASTERN,MACHAKOS,MASINGA,F2NT,12343310,NZUKINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3574,EASTERN,MACHAKOS,MASINGA,Z6VV,12343320,ST JOHN`S IIANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3575,EASTERN,MACHAKOS,MASINGA,48H2,12343313,ST. MARTIN DE-PORRES EKALAKALA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3576,EASTERN,MACHAKOS,MASINGA,JL99,12343352,ST. MICHAEL SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3577,EASTERN,MACHAKOS,MASINGA,D6VF,12343344,ST. STEPHEN MUSUMAA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3578,EASTERN,MACHAKOS,MASINGA,U7E8,12343306,ST.PETER MUSINGINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3579,EASTERN,MACHAKOS,MASINGA,AJ9Y,12343325,TANA BRIDGE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3580,EASTERN,MACHAKOS,MASINGA,WB4C,12343329,ULUTYA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3581,EASTERN,MACHAKOS,MASINGA,K9UL,12343351,WAMBOO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3582,EASTERN,MACHAKOS,MATUNGUL,CKU7,12345518,A I C ITHEUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3583,EASTERN,MACHAKOS,UMATUNGUL,YKYX,12345529,A I C MWATATI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3584,EASTERN,MACHAKOS,MATUNGUL,TPFZ,12345527,ABC KAMBUSU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3585,EASTERN,MACHAKOS,MU ATUNGUL,XPQY,12345543,ACK MUKENGESYA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3586,EASTERN,MACHAKOS,MU ATUNGUL,UEDG,12345513,KALANDINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3587,EASTERN,MACHAKOS,UMATUNGUL,38T3,12345326,KAYATTA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3588,EASTERN,MACHAKOS,UMATUNGUL,KSF7,12345516,KIBOKO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3589,EASTERN,MACHAKOS,UMATUNGUL,JWVD,12345542,KIKAATINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3590,EASTERN,MACHAKOS,UMATUNGUL,FGEF,12345517,KITHUANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3591,EASTERN,MACHAKOS,UMATUNGUL,CYCC,12345531,KYAMULENDU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3592,EASTERN,MACHAKOS,UMATUNGUL,FAKQ,12345538,KYAUME MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3593,EASTERN,MACHAKOS,UMATUNGUL,2WEW,12345533,KYELENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3594,EASTERN,MACHAKOS,MU ATUNGUL,MBY5,12345550,MATHEINI S.A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3595,EASTERN,MACHAKOS,MU ATUNGUL,SBLF,12345525,MATUU WENDANO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3596,EASTERN,MACHAKOS,UMATUNGUL,KMJD,12345549,MBUNI S.A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3597,EASTERN,MACHAKOS,MU ATUNGUL,PGK5,12345540,MUKALWA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3598,EASTERN,MACHAKOS,UMATUNGUL,7D6S,12345534,MUUMONI S.A KIAMBA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3599,EASTERN,MACHAKOS,MU ATUNGUL,R2TY,12345530,S.A NGULUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3600,EASTERN,MACHAKOS,MU ATUNGUL,8PX7,12345535,ST. FRANCIS OF ASSISI KWATOMBE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3601,EASTERN,MACHAKOS,UMATUNGUL,PL9G,12345512,ST. JOHN KATULYE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3602,EASTERN,MACHAKOS,MU ATUNGUL,7YBS,12345523,ST. JOSEPH KIKUYUNI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3603,EASTERN,MACHAKOS,UMATUNGUL,XXN4,12345511,ST. JOSEPHS' KATHEKA SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3604,EASTERN,MACHAKOS,MU ATUNGUL,PD5K,12345556,ST. JUDE SECONDARY SCHOOL-KWAMUTU,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3605,EASTERN,MACHAKOS,MU ATUNGUL,D2VK,12345520,ST. MARTINS KITHUIANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3606,EASTERN,MACHAKOS,UMATUNGUL,CJT9,12345515,ST. TERESA SECONDARY SCHOOL - SYANTHI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3607,EASTERN,MACHAKOS,MU ATUNGUL,LKXE,12345521,ST.BENEDICT KIMANZA MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3608,EASTERN,MACHAKOS,MU ATUNGUL,T2FB,12345553,THE S.A KATINE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3609,EASTERN,MACHAKOS,MU ATUNGUL,AQ2X,12345510,UAMANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3610,EASTERN,MACHAKOS,MU WALA,FEC9,12314237,A.I.C KINANZUKINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3611,EASTERN,MACHAKOS,MWALA,LYUJ,12314208,A.I.C. KUNIKILA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3612,EASTERN,MACHAKOS,MWALA,Q2D6,12314230,EMBUI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3613,EASTERN,MACHAKOS,MWALA,EVQ4,12314203,ETIKONI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3614,EASTERN,MACHAKOS,MWALA,TSJ5,12314236,KABAA DAY MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3615,EASTERN,MACHAKOS,MWALA,3AFF,12314256,KALOLENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3616,EASTERN,MACHAKOS,MWALA,ASNV,12314232,KAMWALA DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3617,EASTERN,MACHAKOS,MWALA,NG8J,12314117,KAVUMBU A.B.C SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3618,EASTERN,MACHAKOS,MWALA,PVJ6,12314239,KAWAA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3619,EASTERN,MACHAKOS,MWALA,QAMZ,12314225,KIKASO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3620,EASTERN,MACHAKOS,MWALA,3WRF,12314121,KIKELENZU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3621,EASTERN,MACHAKOS,MWALA,KPJR,12314222,KILALA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3622,EASTERN,MACHAKOS,MWALA,GZUT,12314209,KILEMBWA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3623,EASTERN,MACHAKOS,MWALA,2F68,12314244,KIMUUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3624,EASTERN,MACHAKOS,MWALA,EFAX,12314221,KITILE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3625,EASTERN,MACHAKOS,MWALA,9HB9,12314242,KIUUKUNI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3626,EASTERN,MACHAKOS,MWALA,84TK,12314217,KWAMUTULA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3627,EASTERN,MACHAKOS,MWALA,GGZZ,12314246,KYAMATULA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3628,EASTERN,MACHAKOS,MWALA,YG3Q,12314245,KYANGANGA S.A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3629,EASTERN,MACHAKOS,MWALA,UGMN,12314231,MAKAALU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3630,EASTERN,MACHAKOS,MWALA,DHJZ,12314207,MANGO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3631,EASTERN,MACHAKOS,MWALA,8G8X,12314227,MATULANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3632,EASTERN,MACHAKOS,MWALA,E98C,12314259,MBAIKINI GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
3633,EASTERN,MACHAKOS,MWALA,VPFH,12314211,MBIUNI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3634,EASTERN,MACHAKOS,MWALA,ATNG,12314243,MIONDONI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3635,EASTERN,MACHAKOS,MWALA,Y32G,12314223,MISELENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3636,EASTERN,MACHAKOS,MWALA,84WU,12314119,MITHANGA AIC SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3637,EASTERN,MACHAKOS,MWALA,AQA2,12314249,MUKUYUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3638,EASTERN,MACHAKOS,MWALA,XNXF,12314212,MULU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3639,EASTERN,MACHAKOS,MWALA,AF5X,12314120,MUTHEI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3640,EASTERN,MACHAKOS,MWALA,7JF3,12314229,MUTHETHENI MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3641,EASTERN,MACHAKOS,MWALA,URYB,12314233,"MUTHWANI SA,SECONDARY SCHOOL",C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3642,EASTERN,MACHAKOS,MWALA,BDDZ,12314258,MUTULA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3643,EASTERN,MACHAKOS,MWALA,LFD7,12314116,MUUSINI S.A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3644,EASTERN,MACHAKOS,MWALA,3ENR,12314248,MWAASUA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3645,EASTERN,MACHAKOS,MWALA,V88J,12314240,NGAMBA MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3646,EASTERN,MACHAKOS,MWALA,P85D,12314250,NGUMBAU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3647,EASTERN,MACHAKOS,MWALA,Y4BH,12314219,NYAANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3648,EASTERN,MACHAKOS,MWALA,RMMM,12314253,ST AUGUSTINE MUMBUNI DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3649,EASTERN,MACHAKOS,MWALA,SEJ6,12314224,ST MARTIN UTITHINI MIXED SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3650,EASTERN,MACHAKOS,MWALA,7292,12314241,ST STEPHEN MUSAALANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3651,EASTERN,MACHAKOS,MWALA,FNCC,12314235,ST. ANTHONY MAKILIVA SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3652,EASTERN,MACHAKOS,MWALA,28WJ,12314110,ST. GEORGE'S KATHEKA SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3653,EASTERN,MACHAKOS,MWALA,WYLK,12314216,ST. JOHN'S HIGH SCHOOL - KANGII,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3654,EASTERN,MACHAKOS,MWALA,SYGJ,12314226,ST. JOSEPH'S KASOLONGO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3655,EASTERN,MACHAKOS,MWALA,ASDW,12314218,ST. MARKS KUNDU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3656,EASTERN,MACHAKOS,MWALA,N4HE,12314257,ST. MARY'S KIBAU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3657,EASTERN,MACHAKOS,MWALA,DLWK,12314213,ST. PAUL MAWELI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3658,EASTERN,MACHAKOS,MWALA,BZX5,12314238,ST. PETERS KWANDOO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3659,EASTERN,MACHAKOS,MWALA,DMJM,12314118,ST. STEPHENS SECONDARY SCHOOL-MASII,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3660,EASTERN,MACHAKOS,MWALA,AX84,12314113,ST.JOSEPH MBAANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3661,EASTERN,MACHAKOS,MWALA,KFDH,12314247,ST.PIUS SECONDARY SCHOOL - KAITHA,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3662,EASTERN,MACHAKOS,MWALA,5VRF,12314228,UKALANI S.A. MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3663,EASTERN,MACHAKOS,MWALA,G2X3,12314214,WAKAELA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3664,EASTERN,MACHAKOS,YATTA,TMWK,12315533,DR.CHARLES MULLI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3665,EASTERN,MACHAKOS,YATTA,CGT7,12315529,IVIANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3666,EASTERN,MACHAKOS,YATTA,CK25,12315615,KALIANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3667,EASTERN,MACHAKOS,YATTA,JF7T,12315534,KALOLENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3668,EASTERN,MACHAKOS,YATTA,MJGE,12315519,KALUKUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3669,EASTERN,MACHAKOS,YATTA,MPBF,12315524,KALULUINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3670,EASTERN,MACHAKOS,YATTA,E8NA,12315528,KAMBI YA NDEKE SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3671,EASTERN,MACHAKOS,YATTA,9YNA,12315525,KAUMONI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3672,EASTERN,MACHAKOS,YATTA,36CB,12315620,KAVINGO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3673,EASTERN,MACHAKOS,YATTA,X46U,12315613,KIKESA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3674,EASTERN,MACHAKOS,YATTA,ZZUP,12315619,KIKUYUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3675,EASTERN,MACHAKOS,YATTA,HZQ6,12315617,KINAKA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3676,EASTERN,MACHAKOS,YATTA,G89A,12315625,KIONYWENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3677,EASTERN,MACHAKOS,YATTA,6S4V,12315513,KITHENDU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3678,EASTERN,MACHAKOS,YATTA,2AH5,12315603,KITHEUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3679,EASTERN,MACHAKOS,YATTA,7EFX,12315626,KITHITO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3680,EASTERN,MACHAKOS,YATTA,UJZY,12315509,KIVINGONI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3681,EASTERN,MACHAKOS,YATTA,3HUN,12315522,KIWANZA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3682,EASTERN,MACHAKOS,YATTA,G3DQ,12315536,KWAKITEMA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3683,EASTERN,MACHAKOS,YATTA,7RNG,12315502,KWAKOKO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3684,EASTERN,MACHAKOS,YATTA,LV4X,12315540,KWAKULU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3685,EASTERN,MACHAKOS,YATTA,7AE3,12315537,KWAMWATU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3686,EASTERN,MACHAKOS,YATTA,NDDT,12315602,KYASIONI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3687,EASTERN,MACHAKOS,YATTA,NRX5,12315606,KYUA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3688,EASTERN,MACHAKOS,YATTA,MHZ8,12315628,MAGWETI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3689,EASTERN,MACHAKOS,YATTA,Z24E,12315604,MAIUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3690,EASTERN,MACHAKOS,YATTA,QPPK,12315624,MALATANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3691,EASTERN,MACHAKOS,YATTA,QS6P,12315527,MAMBA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3692,EASTERN,MACHAKOS,YATTA,MRUD,12315622,MATHINGAU HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3693,EASTERN,MACHAKOS,YATTA,3W7J,12315514,MBEMBANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3694,EASTERN,MACHAKOS,YATTA,6E5Q,12315614,MEKILINGI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3695,EASTERN,MACHAKOS,YATTA,LS3H,12315530,MUKALALA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3696,EASTERN,MACHAKOS,YATTA,FE9T,12315623,MWAMBATHANA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3697,EASTERN,MACHAKOS,YATTA,NXFM,12315503,N.Y.S HUDUMA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3698,EASTERN,MACHAKOS,YATTA,FGDN,12315630,NGANGANI HIGH SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3699,EASTERN,MACHAKOS,YATTA,QD4M,12315629,R.G.C EMMANUEL HIGH SCHOOL - MUUSINI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3700,EASTERN,MACHAKOS,YATTA,R53Y,12315515,S.A MBINGONI SECONDRY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3701,EASTERN,MACHAKOS,YATTA,MXVF,12315511,ST PHILIPS MATANGINI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3702,EASTERN,MACHAKOS,YATTA,PSW7,12315535,ST. AUSTIN MATUU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3703,EASTERN,MACHAKOS,YATTA,FXJH,12315538,ST. CHARLES UVOUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3704,EASTERN,MACHAKOS,YATTA,DCW6,12315621,ST. MARTIN MIXED DAY SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3705,EASTERN,MACHAKOS,YATTA,ZGEV,12315523,ST. MARY'S YATTA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3706,EASTERN,MACHAKOS,YATTA,AJZ4,12315531,ST. PETER'S HIGH SCHOOL- ITHEKETHINI,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3707,EASTERN,MACHAKOS,YATTA,S76F,12315516,ST. STEPHEN KILANGO SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3708,EASTERN,MACHAKOS,YATTA,3E5K,12315532,ST.JAMES ILUMANTHI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3709,EASTERN,MACHAKOS,YATTA,RF76,12315627,ST.PETER MBEMBANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3710,EASTERN,MACHAKOS,YATTA,VR44,12315611,SYOKISINGA SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3711,EASTERN,MACHAKOS,YATTA,XWEK,12315616,TING'ANG'A SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3712,EASTERN,MACHAKOS,YATTA,LLEA,12315609,YUMBUNI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3713,EASTERN,MAKUENI,KAMBU,E9KG,18325133,CANAAN SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3714,EASTERN,MAKUENI,KAMBU,3QST,18325137,IIANI GIRLS SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,GIRLS
3715,EASTERN,MAKUENI,KAMBU,BEJX,18325106,IIANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,BOYS
3716,EASTERN,MAKUENI,KAMBU,2FTS,18325128,ITITI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3717,EASTERN,MAKUENI,KAMBU,7S9C,18325311,KALULU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3718,EASTERN,MAKUENI,KAMBU,SDDK,18325123,KAMULALANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3719,EASTERN,MAKUENI,KAMBU,LM9W,18325105,KATHEKANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3720,EASTERN,MAKUENI,KAMBU,UCS2,18325115,KITENG'EI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3721,EASTERN,MAKUENI,KAMBU,QJS4,18325318,KITHASYU SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3722,EASTERN,MAKUENI,KAMBU,BZER,18325122,KIUANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3723,EASTERN,MAKUENI,KAMBU,PFGD,18325116,KIUNDWANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3724,EASTERN,MAKUENI,KAMBU,38Z5,18325130,KOMBOYOO MIXED SECONDARY,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3725,EASTERN,MAKUENI,KAMBU,32SQ,18325314,KYAANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3726,EASTERN,MAKUENI,KAMBU,U7YG,18325131,KYUSYANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3727,EASTERN,MAKUENI,KAMBU,CSZJ,18325316,MASONGALENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3728,EASTERN,MAKUENI,KAMBU,KP3Y,18325125,MATULANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3729,EASTERN,MAKUENI,KAMBU,ZB2G,18325121,MAVINDINI SECONDARY SCHOOL.,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3730,EASTERN,MAKUENI,KAMBU,JHA2,18325132,MBEETWANI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
3731,EASTERN,MAKUENI,KAMBU,7CWZ,18325127,MIANGENI SECONDARY SCHOOL,C4,PUBLIC,REGULAR,NONE,DAY,MIXED
